SJEU8777103: 28.233.918/3530-92<->65.419.099/1075-13
ABEJ6249326: 44.121.547/6465-62<->04.711.015/8369-68
NBEU6520704: 46.093.824/8748-99<->57.679.914/2247-36
QMDZ4604843: 50.335.610/5495-74<->15.801.571/2635-79
RBMU6641754: 76.535.108/1964-40<->91.862.874/8830-15
JOHU7883819: 48.655.819/8872-79<->16.065.483/7331-49
FBVU9815628: 70.181.249/3713-77<->68.791.176/7277-31
CYNU4076040: 75.262.464/6211-53<->54.297.431/5205-46
GDYZ0707641: 81.515.726/3574-64<->82.032.718/4031-05
DCVJ3504803: 80.642.554/6359-60<->74.353.086/6113-67
WFZU3045371: 70.236.287/6169-57<->40.541.851/3108-65
SZYU1934677: 28.262.524/5925-10<->83.181.173/7587-44
KQPJ2167761: 56.041.249/6828-40<->82.381.872/4372-45
DZHU6390983: 19819kg (197%)
ALFU9263338: 19621kg (195%)
SRLZ7122781: 19689kg (194%)
CXOZ9015908: 19544kg (192%)
EAKU2886282: 19385kg (191%)
AZVZ6024011: 19263kg (190%)
EJTZ3932937: 19578kg (188%)
DDIJ1395218: 19129kg (188%)
KHSJ4281558: 19119kg (188%)
UOLJ8710673: 18903kg (187%)
EQNU3066304: 19360kg (187%)
IVDZ8812316: 18841kg (187%)
BUXZ6413830: 19391kg (187%)
FXEZ2971409: 18821kg (186%)
NFBZ7564686: 19051kg (184%)
HWVJ6163129: 18819kg (183%)
FUXZ0249351: 19261kg (181%)
MVMZ6784165: 18967kg (181%)
KMOZ9530455: 18759kg (181%)
DYHJ2421237: 19313kg (181%)
LCVU9248509: 18242kg (180%)
QPBU2372237: 18993kg (180%)
GWMJ6394664: 18167kg (179%)
NNPZ4573226: 18086kg (179%)
UPUJ9881606: 18545kg (179%)
AMQJ7063369: 18735kg (178%)
RHGZ1672153: 18748kg (178%)
PBCJ9174365: 17800kg (178%)
RQWU5042132: 17722kg (176%)
XUNU3445636: 19085kg (176%)
HQIZ2985822: 19109kg (175%)
MLVJ5633699: 18965kg (175%)
BEQJ6127189: 18723kg (175%)
RMMJ4997886: 17728kg (174%)
ITQJ3777331: 18937kg (174%)
IGCU0737153: 18814kg (174%)
UZHU8859650: 18052kg (173%)
BQUJ3513501: 18883kg (173%)
XDQZ0625528: 17756kg (173%)
DPWJ7625924: 17665kg (172%)
RQOU5344190: 18172kg (171%)
YRRZ4000432: 18599kg (171%)
CXJZ9318338: 17939kg (171%)
TYVU3166856: 18275kg (171%)
AHYU9885785: 17444kg (169%)
LBMJ5930656: 18075kg (168%)
LVLJ6490773: 16793kg (168%)
EACZ1127444: 17480kg (168%)
FSSU1145003: 17611kg (168%)
WEBU6566191: 18526kg (168%)
IGYZ9586507: 17152kg (168%)
OOAZ2155789: 18132kg (166%)
QFYJ0553166: 17065kg (166%)
UEIJ2035379: 16685kg (166%)
OJPZ3927567: 16974kg (165%)
BUYU0607123: 16634kg (165%)
JFFJ9278155: 16777kg (165%)
JAPZ4698562: 17967kg (164%)
IBTJ2350316: 17141kg (164%)
NZJJ8979150: 17212kg (164%)
HTXZ9309451: 18339kg (164%)
YRUJ6282866: 18272kg (163%)
AZSZ1777216: 17833kg (163%)
YCGJ5827593: 16839kg (163%)
PUKU4366731: 16267kg (162%)
ASQU3142085: 17198kg (162%)
BWOZ9069773: 16523kg (162%)
RQBU7447742: 16431kg (162%)
VEMJ2252906: 17179kg (161%)
YJXU6609156: 17479kg (161%)
IFLU9169689: 16468kg (160%)
LGPU4097024: 16680kg (160%)
QXKJ4005126: 16522kg (160%)
BMZJ3482583: 17395kg (160%)
KWDZ5860145: 16019kg (160%)
JPHZ9092300: 17542kg (159%)
FVFJ9624336: 18228kg (159%)
BVSU6709646: 17555kg (159%)
KEDJ6654466: 17965kg (159%)
GLNZ1310298: 16824kg (159%)
EZZZ4681216: 16590kg (158%)
XWRJ0115689: 18254kg (158%)
IJNU0721049: 15921kg (158%)
KXWZ6379613: 16587kg (157%)
AGIJ6959043: 17394kg (157%)
CQGJ1781749: 16073kg (157%)
URCZ9752508: 16721kg (156%)
PFHZ1682535: 16407kg (156%)
SNJZ5909575: 16350kg (156%)
TJBJ6796878: 16786kg (156%)
ACUZ0230383: 16605kg (156%)
ZULZ5678556: 16581kg (156%)
HNCZ8096870: 16755kg (156%)
FCVZ1821474: 17520kg (155%)
MPNZ7886624: 16075kg (155%)
ECLZ2369488: 17070kg (154%)
DYZJ2792451: 16420kg (154%)
HTVZ8139784: 17140kg (154%)
EIPZ0391995: 17784kg (154%)
CHFJ5116577: 17254kg (154%)
ROPU5641844: 17598kg (154%)
XCSU9282387: 16983kg (154%)
YGEU7645227: 17414kg (153%)
ZYKJ1961037: 16970kg (153%)
SZQZ9635902: 15546kg (153%)
FFIZ5262885: 16764kg (153%)
NXMZ8390021: 18077kg (153%)
BXPZ1040472: 17904kg (153%)
UUFU8605221: 15563kg (153%)
VEQZ3541156: 16713kg (153%)
NGHU3028828: 15981kg (152%)
VAZU2492690: 16918kg (152%)
ZWDJ0010404: 15569kg (152%)
WVUJ6675574: 15267kg (151%)
VFSZ3121957: 15524kg (151%)
TNHZ8152093: 17418kg (151%)
BKZU3502488: 17032kg (151%)
AHKZ5439925: 15194kg (151%)
XJVZ2883386: 17006kg (150%)
XSSZ1030484: 16759kg (150%)
USHZ9149026: 17315kg (150%)
QLUU1871584: 17410kg (150%)
GXVJ5105984: 15083kg (150%)
PRRZ4441311: 16353kg (149%)
ADVJ8128601: 16247kg (149%)
EOYJ0578251: 16536kg (149%)
DUZZ7905021: 17519kg (149%)
OTKU6245642: 15760kg (148%)
HIEZ2647972: 17828kg (148%)
YTLU3434073: 15730kg (148%)
QEHU0735745: 16919kg (147%)
WYHZ0926498: 16975kg (147%)
CCHU8135901: 17831kg (147%)
YRHU3463038: 16020kg (147%)
VJTU7850577: 17253kg (146%)
GSGZ1938077: 16996kg (146%)
XHHZ3256433: 16012kg (146%)
RMBZ9871232: 16165kg (146%)
KGAJ6476760: 17057kg (146%)
RLWU5183268: 14780kg (146%)
MNHJ1981819: 14628kg (146%)
TPQJ2548821: 15680kg (145%)
SRDJ3231483: 17513kg (145%)
RBPU2401929: 15555kg (145%)
SAVZ9353710: 16963kg (145%)
BSOU4051278: 15673kg (144%)
FAZU6191879: 16858kg (144%)
VJYU0721958: 17705kg (144%)
PRWU7043615: 15654kg (144%)
HFCZ9550136: 16945kg (144%)
YUQZ4847197: 17510kg (144%)
JCZZ9075690: 16721kg (144%)
ESBU0639509: 16044kg (143%)
NGLJ5935507: 16873kg (143%)
HNBJ4107563: 17192kg (143%)
TKNZ6242124: 16800kg (143%)
BUZJ6453443: 17108kg (143%)
YHYZ5208774: 15139kg (143%)
QRFJ2195624: 16597kg (143%)
DQGJ4642594: 14543kg (143%)
TXLZ3487667: 17521kg (143%)
BQGZ5688448: 16515kg (142%)
EWEZ7132073: 15387kg (142%)
NKHU9976475: 16385kg (142%)
VYVU6854662: 15168kg (142%)
QRJU8573731: 17479kg (142%)
PSTZ1702667: 14968kg (142%)
OJGJ2417390: 17125kg (142%)
KARJ4838134: 14960kg (142%)
MXXZ8269082: 15264kg (142%)
SDIZ6251298: 14418kg (141%)
YBBU8568225: 17015kg (141%)
MCBU2031725: 15862kg (141%)
AQTZ6222799: 15584kg (141%)
LHRJ4692404: 17083kg (140%)
GHXJ5349804: 16600kg (140%)
UKVJ4260711: 15134kg (140%)
RIGZ2057950: 16678kg (140%)
SUXZ0493642: 14039kg (140%)
ZYNZ6040076: 15630kg (140%)
WWIJ6675631: 14339kg (140%)
AJXJ7651094: 14624kg (139%)
YUVJ9075825: 15012kg (139%)
WPTU2662480: 16699kg (139%)
KBIZ1015881: 16651kg (139%)
OULJ0252514: 15941kg (139%)
QCZU2320539: 16106kg (139%)
LYLJ7896735: 16619kg (139%)
DJMU6756718: 15053kg (139%)
RVYZ1344331: 14990kg (139%)
IDDU7930044: 14257kg (138%)
QNWU8640537: 16698kg (138%)
XKUJ1104588: 16367kg (138%)
KNXJ5985493: 14930kg (138%)
JVGZ4294527: 16273kg (138%)
OHSZ1958437: 16801kg (138%)
ZQKJ3468955: 16522kg (137%)
HIXJ5355109: 13790kg (137%)
IDHJ3862132: 15396kg (137%)
TYXZ3660893: 13873kg (137%)
ZNXU4078324: 16958kg (137%)
NZCJ9000979: 15975kg (137%)
OMXU6578508: 16366kg (137%)
LDWZ8389302: 14249kg (137%)
UBBJ6937887: 16374kg (136%)
BVFZ3950388: 16529kg (136%)
CPEJ7751768: 14154kg (136%)
TJKU7651988: 14523kg (136%)
MIVJ2809431: 14945kg (135%)
JRNU0203749: 16056kg (135%)
ZZNU1692734: 16517kg (135%)
DHFZ8649281: 14855kg (135%)
UOAJ2860749: 14339kg (135%)
QPQU5893855: 16388kg (135%)
NQYJ3963511: 16167kg (135%)
MHEU8866868: 14838kg (134%)
RAVZ5326117: 16870kg (134%)
DVKJ9436591: 16326kg (134%)
FLBJ8334240: 16338kg (134%)
SZDJ6028658: 17117kg (134%)
HZMU7688437: 15958kg (134%)
PHSJ7107357: 15668kg (134%)
WMEJ2366910: 14555kg (133%)
EHJZ1069527: 14841kg (133%)
DIFZ1588807: 13899kg (133%)
ROWJ7317162: 13802kg (133%)
YPJU6710076: 16565kg (133%)
MIDU8901028: 13384kg (133%)
HJLU0398664: 14585kg (133%)
ZCQU3175078: 14334kg (133%)
GNJJ6166789: 15238kg (133%)
IMIJ6589574: 15729kg (132%)
CENZ0235104: 13332kg (132%)
QXOJ1608287: 13844kg (132%)
VCKU5634426: 13598kg (132%)
DRZJ0931287: 14952kg (131%)
GAZU4949007: 15576kg (131%)
ANIZ9677803: 15006kg (131%)
IMZU1007347: 14819kg (131%)
TRXU1393228: 15044kg (131%)
WDPU0785436: 13940kg (131%)
HXNJ6805615: 15683kg (130%)
YIXZ0174831: 14805kg (130%)
GLFJ6457727: 14224kg (130%)
JVIJ7388040: 15690kg (130%)
OBKZ4486320: 16401kg (130%)
WOEZ7012708: 15737kg (130%)
TEYZ5032795: 16531kg (130%)
DZJJ9713395: 16530kg (130%)
HHFZ9623003: 16656kg (130%)
TEDJ7178943: 13540kg (129%)
EZMU7315163: 15494kg (129%)
DQCU5915236: 14962kg (129%)
ZIXZ2878426: 14461kg (129%)
EIJU0109747: 15406kg (129%)
SYWJ4577020: 13979kg (128%)
DJNU4644934: 14833kg (128%)
QIQZ4456051: 14649kg (128%)
JAOZ5897777: 16117kg (128%)
JYHJ5650700: 15357kg (128%)
WTEU2594367: 15347kg (128%)
GWJU0929627: 14292kg (128%)
TGJZ2738327: 13424kg (127%)
BWHU1745537: 13130kg (127%)
JAVZ1741474: 16157kg (127%)
FGIU6660225: 14549kg (127%)
RQWZ9724307: 15199kg (127%)
XUKZ8161813: 16599kg (126%)
IPAJ8943716: 16486kg (126%)
KPHZ8609874: 16139kg (126%)
GCWJ3608802: 14957kg (126%)
LKLJ8897632: 16527kg (126%)
GXNZ8674398: 16479kg (126%)
BRQJ0535863: 16695kg (126%)
FLOZ4828328: 14736kg (126%)
TNPZ3210982: 14472kg (125%)
AUOZ2546313: 14685kg (125%)
FLUU2275841: 15752kg (125%)
RVVU4015109: 15562kg (125%)
ZCDJ1009949: 14284kg (125%)
VZNU1912848: 13082kg (125%)
LWUU9335214: 13705kg (125%)
YPDU8263047: 16578kg (125%)
ZZAJ7802080: 14892kg (125%)
AKPJ5693411: 15352kg (125%)
OWHJ3173434: 16375kg (125%)
INKJ8756778: 14517kg (125%)
KVBU1614425: 13360kg (125%)
UQHJ6688634: 16487kg (125%)
QWAZ3966036: 15204kg (124%)
YKVJ4856394: 14625kg (124%)
IYDU2244611: 14829kg (124%)
WJMZ6314981: 12953kg (124%)
WXGU5327253: 14178kg (124%)
KMTU6085513: 16533kg (124%)
ZCMU9782707: 12963kg (124%)
NMRJ6311194: 13123kg (124%)
AQIU5119868: 15420kg (124%)
IGSZ8673391: 14370kg (124%)
JORJ2056641: 16066kg (124%)
GMOJ0046518: 16484kg (124%)
NZXZ9126047: 15437kg (123%)
BQSJ0951685: 15593kg (123%)
LHMJ9547004: 13225kg (123%)
PPOJ0849740: 15543kg (123%)
QIBU5054179: 14072kg (123%)
BWBZ9274572: 16432kg (123%)
NNWZ9932760: 14098kg (122%)
HAAZ5972773: 16099kg (122%)
YMWU0679173: 14821kg (122%)
VUVJ1239175: 14585kg (121%)
VJKJ0560755: 12873kg (121%)
KMNJ3729101: 14062kg (121%)
JNKU8074206: 14343kg (121%)
HUSJ6800605: 15889kg (121%)
YSTJ4542988: 16210kg (121%)
ZSNZ6441343: 14533kg (121%)
BDFZ0586465: 13628kg (121%)
BOFU2418741: 13057kg (120%)
HHGZ3134829: 12891kg (120%)
FWEZ8059772: 13067kg (120%)
ZIPU6665810: 12548kg (120%)
BNMJ8931041: 14427kg (120%)
NVIU4157501: 13993kg (120%)
DWRJ9534459: 15694kg (120%)
SOQJ4716430: 13112kg (120%)
DKBU0253886: 12296kg (119%)
KPQU7683954: 12105kg (119%)
CTXJ3562351: 15198kg (119%)
YEVJ7527359: 13708kg (119%)
FWYZ0215088: 14382kg (119%)
JPOU1270713: 13862kg (119%)
FHTZ5061542: 14386kg (119%)
BEDZ5666767: 13203kg (119%)
ARLU6474138: 15206kg (118%)
WUDJ9988808: 13489kg (118%)
ORLJ3606919: 13197kg (118%)
JGFZ8073144: 12102kg (118%)
FZQJ8555339: 16117kg (118%)
FDCZ4402810: 11896kg (118%)
AGKZ1443356: 14067kg (118%)
ANUU7339675: 15171kg (118%)
JYZZ1215895: 14407kg (117%)
ZLCU4690089: 12575kg (117%)
OIKU0511036: 13017kg (117%)
BNQZ9516892: 12161kg (117%)
OZAZ3066221: 13157kg (117%)
NCSJ7004106: 12188kg (117%)
TUNJ1744634: 13657kg (117%)
SQPZ6115911: 14766kg (117%)
PEVZ7263087: 12982kg (117%)
CJRZ5389720: 12781kg (117%)
AWJU7746827: 14446kg (117%)
PPWU4627402: 12753kg (117%)
BUOU3879403: 14800kg (117%)
EGZJ6353972: 12479kg (116%)
OXVJ9370760: 13340kg (116%)
YDSJ0097953: 11694kg (116%)
OAUJ6432841: 16092kg (116%)
GRRJ2777533: 15294kg (116%)
HTFZ0199828: 13964kg (116%)
KNXJ3909191: 15420kg (116%)
ANHZ3291057: 14743kg (116%)
MXLZ0469666: 13868kg (116%)
BTYZ8831629: 12408kg (116%)
QFUZ6897291: 15603kg (116%)
VVLZ6304790: 15292kg (115%)
SWAJ6148300: 13179kg (115%)
TGEU2419393: 12879kg (115%)
CBVU6181543: 14272kg (115%)
AYQJ3825823: 12299kg (115%)
RRZZ4407447: 14889kg (115%)
EPTJ8083312: 12111kg (115%)
NVWU5645187: 12852kg (115%)
AOMU0734318: 13169kg (115%)
RVSJ6494778: 15811kg (115%)
EWKZ3196637: 14889kg (115%)
JYTZ8553623: 15673kg (115%)
ZOSU1445014: 15363kg (115%)
ITHZ6368096: 13740kg (114%)
TANZ2223763: 15290kg (114%)
MMIU0311448: 13227kg (114%)
FBBU2990307: 12755kg (114%)
ZHPJ4504381: 15313kg (114%)
MQRU9000685: 14846kg (114%)
QUUJ2920029: 13693kg (114%)
WJBU3275042: 12250kg (114%)
YJVZ5357045: 13094kg (114%)
YPSU5364120: 13993kg (114%)
PRQZ4284248: 14986kg (114%)
SZHZ3251589: 12471kg (114%)
NCGZ8668188: 12853kg (114%)
DTJJ7904160: 15617kg (114%)
DPIJ1366645: 15106kg (114%)
NUWU3848174: 14255kg (113%)
PQDZ9529970: 13062kg (113%)
NDHU3946915: 11946kg (113%)
YBQZ0799778: 14107kg (113%)
LKCU8532661: 14043kg (113%)
CJHJ7877934: 15073kg (113%)
RPWZ1278460: 12565kg (113%)
EAYU7971901: 11950kg (113%)
NAOZ6379417: 13443kg (113%)
RVZJ2435394: 13782kg (113%)
HDHJ1040345: 12375kg (113%)
OMFZ8760984: 15823kg (112%)
KEQJ0048209: 14486kg (112%)
PWSJ1143093: 13624kg (112%)
GZPJ4047095: 12902kg (112%)
IHPU1886031: 13087kg (112%)
GNDZ4401811: 13313kg (112%)
NAWU3210586: 12363kg (112%)
ULGU5347152: 14553kg (112%)
EOAJ6099992: 15659kg (112%)
GAHZ0609724: 15302kg (112%)
HSJU4640459: 13216kg (112%)
GDIU7515810: 11276kg (111%)
KFEU2102267: 14548kg (111%)
XPOZ9653354: 12693kg (111%)
DKHZ6847491: 13420kg (111%)
SOHZ2360837: 11946kg (111%)
CDEJ3348211: 14649kg (111%)
VECZ5953176: 15490kg (111%)
FQBU0634992: 11136kg (111%)
AYJZ6962167: 11293kg (111%)
GSJJ8889981: 15071kg (111%)
MAZU6727197: 12334kg (111%)
WNIU2580464: 12174kg (111%)
CYTZ0602993: 13531kg (110%)
KTTJ5526867: 14041kg (110%)
SAIU4722038: 11671kg (110%)
ATCJ0363415: 15235kg (110%)
SQIU4626839: 11322kg (110%)
MQBU5536480: 14844kg (110%)
KHNJ9414494: 13444kg (110%)
SFAJ3457265: 13218kg (110%)
MYTZ1953015: 14103kg (110%)
BDPU3618281: 15311kg (110%)
RBSU4140150: 13222kg (109%)
ZYPU6750644: 12034kg (109%)
TPSZ9953394: 11900kg (109%)
FNIJ5650620: 15092kg (109%)
STBJ0325775: 14056kg (109%)
IMLU4587076: 12062kg (109%)
BLIJ8587116: 13268kg (109%)
CEJJ0904313: 11109kg (109%)
SGSU9785584: 12886kg (109%)
HIAJ4541951: 14187kg (109%)
XBJZ3023833: 12166kg (109%)
USDU4530325: 15397kg (109%)
YLPJ6922880: 14793kg (109%)
EINU4815759: 11915kg (109%)
EWAJ6040700: 11091kg (109%)
JZSZ0275121: 12621kg (108%)
NGFU8336845: 14816kg (108%)
LOWZ0224497: 12155kg (108%)
UOIZ3702573: 13880kg (108%)
PCEU1578221: 14101kg (108%)
JVLJ6712772: 11651kg (108%)
SHAZ6117597: 15095kg (108%)
TVBJ4799654: 11746kg (108%)
KQCJ3617511: 11721kg (108%)
ZYZZ3075635: 14109kg (108%)
WNXU9367141: 15255kg (108%)
TOEJ0741820: 15407kg (108%)
SVNU0161540: 11875kg (107%)
QZXU5579894: 15190kg (107%)
JWBU0780432: 11006kg (107%)
PQAU8449969: 10699kg (107%)
PYDJ9521818: 14163kg (107%)
GKJU4834332: 12756kg (107%)
OJAZ0735377: 14421kg (107%)
HLMZ3000497: 11266kg (107%)
ZMSZ1237018: 15023kg (107%)
UIYU9525779: 11487kg (107%)
WLDJ4545052: 13045kg (106%)
KMZU3796778: 12468kg (106%)
WYMJ1699649: 11755kg (106%)
PHUZ7401273: 15014kg (106%)
NELZ9372138: 11899kg (106%)
ZMYZ5584085: 15321kg (106%)
QTKZ1229704: 13462kg (106%)
EJNU6478334: 11392kg (105%)
HNXJ9407154: 14093kg (105%)
VBGU1329748: 14309kg (105%)
FLQU0298961: 13634kg (105%)
YUHU6153924: 10637kg (105%)
IURJ1591919: 10795kg (105%)
BXIZ1803292: 14453kg (105%)
GUXJ0450020: 11716kg (105%)
TOXZ4734808: 14882kg (105%)
WNEU8923890: 14844kg (105%)
EULU7218708: 13665kg (105%)
WUQU6865412: 12287kg (105%)
VGCJ2282494: 12591kg (105%)
NKXZ8916455: 10959kg (105%)
VDLZ8563589: 11772kg (105%)
TETJ5436964: 14902kg (105%)
HAXZ3050807: 10965kg (104%)
BUIU8806028: 12589kg (104%)
PVRZ9663695: 12951kg (104%)
FIHZ0562404: 12451kg (104%)
VJBZ2385589: 14911kg (104%)
HIVZ6166922: 14272kg (104%)
SGXU0891080: 13696kg (104%)
XFLJ0612016: 11116kg (104%)
JUPU1537489: 14640kg (104%)
CTWU5805825: 12141kg (104%)
USEZ1795341: 15183kg (104%)
DZGJ7088577: 11582kg (104%)
VEMZ2246833: 14980kg (103%)
LPFJ6969037: 13568kg (103%)
PPBJ6690808: 12463kg (103%)
HOIJ6137310: 10720kg (103%)
AJCU2803085: 12699kg (103%)
RXVU6126860: 11352kg (103%)
RKMJ2910530: 12081kg (103%)
XSLJ8257135: 12924kg (103%)
GHLZ8245531: 13523kg (103%)
FBMU3956725: 11586kg (103%)
PVUJ3652034: 14628kg (103%)
XURZ5740634: 13765kg (103%)
YEEZ5217421: 11372kg (103%)
OYKJ2432941: 11448kg (103%)
NNLZ3655946: 11242kg (103%)
ZUIJ8024533: 13883kg (103%)
TFLJ8445628: 15151kg (103%)
AQNJ6637573: 13986kg (103%)
PPCU4874859: 14038kg (102%)
OIUZ4170929: 14498kg (102%)
MZFU7344821: 13686kg (102%)
NABU0438180: 10873kg (102%)
TGMJ1970080: 14450kg (102%)
MEGJ3203057: 12850kg (102%)
HEEZ3395806: 12906kg (102%)
PZAJ7293579: 10918kg (102%)
WCAU1594751: 12220kg (102%)
BWGU6136385: 12668kg (101%)
QPDJ6200107: 10876kg (101%)
UTRJ3231880: 11824kg (101%)
QDHU1940766: 14586kg (101%)
CDVU8362136: 12121kg (101%)
QVAU3421620: 10920kg (101%)
HBXU5392553: 11841kg (101%)
ODJU7356190: 14792kg (101%)
OMKU6916874: 14278kg (101%)
LQWJ0924114: 11308kg (101%)
UMSU2542829: 10320kg (101%)
BBCU8779773: 12651kg (100%)
GSFU8124281: 11318kg (100%)
DSHU9117488: 14784kg (100%)
PLJJ0874662: 11402kg (100%)
BUSZ6824118: 10919kg (100%)
MIJU3773022: 12581kg (100%)
KCBZ2624100: 14368kg (100%)
KYIU6832647: 13948kg (99%)
UOLU1674090: 11017kg (99%)
VGKU3972155: 14903kg (99%)
HLHU4964443: 10085kg (99%)
AIQJ8879336: 12781kg (99%)
HMNJ4247230: 13869kg (99%)
VGKZ5843272: 11420kg (99%)
OOKZ5425019: 11830kg (99%)
SVHJ7033860: 14656kg (99%)
BSFU0925172: 10922kg (99%)
NRFU1904196: 13082kg (99%)
EDMJ4381706: 10505kg (99%)
PTLJ3244440: 14218kg (99%)
ICSJ8336812: 12505kg (99%)
HGYU2500531: 14056kg (99%)
WJWU9782927: 13023kg (98%)
CDFJ2999998: 11493kg (98%)
JNWZ6143561: 13385kg (98%)
VAMJ2160933: 12574kg (98%)
QVQZ9041863: 13380kg (98%)
HECZ5559499: 10293kg (98%)
LYYJ2064001: 14851kg (98%)
EDHZ1245375: 13356kg (98%)
QEWJ4025386: 12746kg (98%)
GACZ5365380: 13125kg (97%)
EKLU4459392: 11466kg (97%)
RWNJ1255841: 12349kg (97%)
ANXZ1326319: 10286kg (97%)
DSBZ5756305: 10399kg (97%)
MSEU1681841: 14340kg (97%)
WMNU2827445: 13873kg (97%)
AVMJ8487763: 9815kg (97%)
MHCZ1029526: 12006kg (97%)
SYRZ0402600: 10417kg (97%)
KPFU7238154: 13809kg (97%)
MNMJ3679203: 10284kg (97%)
WSGJ1000413: 14420kg (96%)
UHXJ3763942: 14329kg (96%)
SUMJ5123151: 13077kg (96%)
TRYJ0455044: 14172kg (96%)
LREZ9604233: 14582kg (96%)
BFYJ1579391: 14564kg (96%)
TPKU6154264: 13252kg (96%)
SRNZ1766188: 14289kg (96%)
CMDJ3084433: 13485kg (96%)
MLMZ5388492: 12335kg (96%)
HTBU1742320: 10908kg (96%)
OAGJ4562284: 13319kg (96%)
AIFJ1369184: 12412kg (96%)
OTBJ4869789: 11413kg (96%)
LDPJ5806911: 14422kg (95%)
VTCJ4594487: 14558kg (95%)
SCSZ8618802: 12809kg (95%)
JQOJ8728864: 11583kg (95%)
YXMZ8745160: 11648kg (95%)
WLRJ3893718: 13364kg (95%)
GVGZ3527453: 13699kg (95%)
IUFU1045299: 13552kg (95%)
RZSZ0639825: 14102kg (95%)
IWXZ6242447: 12651kg (95%)
XGEJ3733882: 9822kg (95%)
PXAJ2744187: 11398kg (94%)
UFHZ1396612: 11227kg (94%)
IBBJ8854292: 10853kg (94%)
FCWU9207191: 9976kg (94%)
RUOJ9564943: 13570kg (94%)
XPYJ3872754: 11526kg (94%)
THAU1146279: 14270kg (94%)
KOGZ8945169: 13211kg (94%)
SCBJ3694743: 9768kg (94%)
UOIU2192279: 13717kg (94%)
IINJ0391918: 14367kg (94%)
CYQJ2118238: 14472kg (94%)
KGBZ2698591: 12644kg (94%)
KAEZ4665963: 9815kg (94%)
CLMU2631797: 10963kg (94%)
FKMJ4236589: 10751kg (94%)
BSRJ9137251: 11681kg (94%)
DVPU4535704: 9936kg (94%)
XIVU4575148: 9348kg (93%)
TIVJ0954477: 11788kg (93%)
NTDU9105366: 11475kg (93%)
VBTU9619342: 13551kg (93%)
GHIZ2856573: 9713kg (93%)
WZUZ0594794: 11963kg (93%)
RGPU8988275: 9641kg (93%)
OZRZ3364034: 10161kg (93%)
PLGU9894268: 13179kg (93%)
JNDU7876358: 10701kg (93%)
UCIJ6956116: 14151kg (93%)
CDRU5957804: 13590kg (93%)
LMKU0190557: 12958kg (93%)
MCXZ8216235: 14360kg (93%)
MUDU8854946: 13088kg (93%)
FOLU9330229: 10994kg (93%)
JMRJ2379107: 9701kg (92%)
HFKZ4318922: 10803kg (92%)
LOYZ6270271: 10539kg (92%)
ZBXU5699544: 12017kg (92%)
ICKU1791889: 10288kg (92%)
BHAZ0707286: 13609kg (92%)
HKPU6113856: 10624kg (92%)
NHXZ2042580: 9959kg (92%)
IALZ0716743: 9828kg (92%)
BDHJ2745341: 9885kg (92%)
VMIZ9437440: 9790kg (92%)
QCYU9250096: 14112kg (92%)
ORMJ0081169: 11474kg (92%)
GUGZ7062691: 13882kg (92%)
JNIJ1408591: 10551kg (92%)
HQWU2481068: 12162kg (91%)
EAXZ6045374: 9959kg (91%)
TQZZ0923365: 11844kg (91%)
KBXZ2877107: 11566kg (91%)
IKNU4034015: 9743kg (91%)
UCUU8970262: 13414kg (91%)
PBMU7260691: 13911kg (91%)
XOEJ6903431: 10262kg (91%)
KCOJ8333000: 10102kg (91%)
BBEU2630322: 12215kg (91%)
YTFJ9805473: 10245kg (91%)
SNDU7121829: 11714kg (91%)
AIDZ6296241: 10567kg (91%)
QJDZ3532810: 11638kg (91%)
XJFZ5903411: 10198kg (91%)
OHVZ4595038: 9944kg (91%)
RGJJ3345286: 13472kg (91%)
YCOU2032102: 10084kg (91%)
BNBZ8712708: 11491kg (90%)
OJFJ5158625: 9525kg (90%)
GABU9308526: 11722kg (90%)
JPJU1232778: 12194kg (90%)
ILNZ2217832: 10470kg (90%)
OYOU6844291: 12322kg (90%)
HLCZ1091502: 11158kg (90%)
PARU4716305: 12602kg (90%)
YGZU8429997: 10093kg (90%)
PUMZ6816620: 13236kg (90%)
NHPZ7405612: 9306kg (90%)
AMEJ8987255: 10007kg (90%)
GFVJ6940464: 12148kg (90%)
JTZZ6716571: 13605kg (90%)
JYSJ7116771: 11773kg (90%)
FHOJ7858238: 11497kg (90%)
DTAU6487561: 12392kg (90%)
RAFZ3754485: 9267kg (90%)
YEDJ4642860: 13829kg (90%)
XGPJ9323059: 11509kg (90%)
COHJ1491412: 9118kg (90%)
VGIU5899569: 9813kg (90%)
AZAU7899005: 11232kg (90%)
EHVZ7018486: 12289kg (89%)
AIVU9807623: 13961kg (89%)
VVMU2177171: 9434kg (89%)
JVFJ4856796: 11906kg (89%)
WUTU7256456: 11660kg (89%)
YYUZ7078696: 11669kg (89%)
VLWZ6228319: 13105kg (89%)
PWWU8747575: 12221kg (89%)
ELNJ3113564: 13089kg (89%)
ECOU7423762: 9307kg (89%)
SVIU8006847: 9631kg (89%)
YUIZ3453520: 11640kg (89%)
FRGJ8829265: 12490kg (89%)
FOVZ6738235: 11148kg (88%)
FPCJ9096302: 12942kg (88%)
CBCJ3073251: 11578kg (88%)
TRGZ2074106: 9972kg (88%)
NDGJ6161702: 13888kg (88%)
NSYZ2882284: 13789kg (88%)
MJTJ6786257: 10317kg (88%)
DSNZ0864697: 13093kg (88%)
